"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std","w3income_1k"
"0436011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","MASTER'S DEGREE (MA, MS)",1,0,63.43,39.18,"$100,001 TO $200,000",150000.5,0,0,66.899,1.68753291296271,150.0005
"0436012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,38,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,59.58,0.934090555045959,62.5005
"0436013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,37,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,63.43,34.95,"$50,001 TO $75,000",62500.5,0,0,50.359,-0.0151500491828118,62.5005
"0436015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,40,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,54.064,0.366255052071672,150.0005
"0436016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,62.87,64.89,"$75,001 TO $100,000",87500.5,0,NA,37.778,-1.31028029989338,87.5005
"0437014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,38,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,38.18,"$50,001 TO $75,000",62500.5,0,0,60.686,1.04794589701288,62.5005
"0439001C",0,"ASIAN",0,0,0,1,1,40,40,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,64.89,64.89,"$100,001 TO $200,000",150000.5,0,0,76.595,2.6856716070959,150.0005
"0439002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,40,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,34.95,35.78,"$40,001 TO $50,000",45000.5,0,0,52.844,0.240664168527686,45.0005
"0439004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,55.032,0.465904212129523,27.5005
"0439006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,63.43,39.2,"$100,001 TO $200,000",150000.5,0,0,60.776,1.05721079825793,150.0005
"0439007C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,42,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,50.752,0.0253066862538987,150.0005
"0439008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,53.5,"$75,001 TO $100,000",87500.5,0,0,70.22,2.02940776890499,87.5005
"0439009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,38,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,61.694,1.15171279095742,62.5005
"0439010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,42,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,53.5,"$200,001 TO $200,001",200001,0,0,52.122,0.166339071872965,200.001
"0439011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,47,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,38.18,52.54,"$100,001 TO $200,000",150000.5,0,0,47.574,-0.30184727104347,150.0005
"0439012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,38,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,48.69,39.18,"$50,001 TO $75,000",62500.5,0,0,57.828,0.753733810809021,62.5005
"0439013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,38,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,34.95,64.89,"$50,001 TO $75,000",62500.5,0,0,63.302,1.31724569320229,62.5005
"0439014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,41,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,35.78,"$50,001 TO $75,000",62500.5,0,0,54.329,0.393535039070981,62.5005
"0439015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,35.78,"$25,001 TO $30,000",27500.5,0,0,47.345,-0.325421297544759,27.5005
"0439017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,40,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,53.5,59,"$100,001 TO $200,000",150000.5,0,0,66.519,1.64841444103918,150.0005
"0439018C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"SOME COLLEGE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,57.651,0.735512838360427,62.5005
"0439019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,35.78,"$100,001 TO $200,000",150000.5,0,0,47.478,-0.311729832371521,150.0005
"0439023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,43,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,53.5,35.78,"$50,001 TO $75,000",62500.5,0,0,59.401,0.91566369590303,62.5005
"0440002C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.925,0.249002579648228,NA
"0440003C",0,"ASIAN",0,0,0,1,1,NA,49,"BACHELOR'S DEGREE","NOT APPLICABLE",0,NA,NA,48.69,"$40,001 TO $50,000",45000.5,0,0,39.253,-1.15843886282176,45.0005
"0440004C",0,"ASIAN",0,0,0,1,1,37,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,33.42,NA,"$10,001 TO $15,000",12500.5,1,0,36.257,-1.4668571309347,12.5005
"0440005C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,32,42,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,44.251,-0.643928013680083,62.5005
"0440006C",0,"ASIAN",0,0,0,1,1,37,38,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,38.18,38.18,"$75,001 TO $100,000",87500.5,0,0,48.676,-0.188403702465213,87.5005
"0440008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,44,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,53.5,48.69,"$75,001 TO $100,000",87500.5,0,0,59.612,0.93738474215531,87.5005
"0440012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,44.412,-0.627354134786163,45.0005
"0440013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,34,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,NA,35.78,"$75,001 TO $100,000",87500.5,0,0,53.263,0.283797430990743,87.5005
"0440014C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,37,37,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,56.03,0.568641672602392,150.0005
"0440017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,53.887,0.348034079623077,62.5005
"0440019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,47,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,46.056,-0.458115272043283,150.0005
"0440020C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,40,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,63.43,62.87,"$75,001 TO $100,000",87500.5,0,0,60.35,1.0133569323647,87.5005
"0440022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,NA,53.5,"$40,001 TO $50,000",45000.5,0,0,69.521,1.95745036923512,45.0005
"0440023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,37,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,63.43,"$50,001 TO $75,000",62500.5,0,0,52.335,0.18826600481958,62.5005
"0440024C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,2,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,57.83,NA,"$20,001 TO $25,000",22500.5,0,0,55.748,0.53961164870124,22.5005
"0441001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,33,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,53.5,38.18,"$50,001 TO $75,000",62500.5,0,0,58.489,0.821779363286541,62.5005
"0441002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$15,001 TO $20,000",17500.5,0,0,46.796,-0.381937195139553,17.5005
"0441003C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,35,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,48.786,-0.177079934276821,62.5005
"0441006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,48.69,35.78,"$75,001 TO $100,000",87500.5,0,0,46.283,-0.434747132236328,87.5005
"0441007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,38,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,53.5,"$75,001 TO $100,000",87500.5,0,0,54.035,0.363269695003823,87.5005
"0441010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$10,001 TO $15,000",12500.5,1,1,54.196,0.379843573897743,12.5005
"0441012C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,36,"9TH - 12TH GRADE","8TH GRADE OR BELOW",1,1,33.42,29.6,"$50,001 TO $75,000",62500.5,0,0,50.501,-0.000532093885069526,62.5005
"0441013C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,38,"SOME COLLEGE","SOME COLLEGE",0,0,35.78,38.18,"$100,001 TO $200,000",150000.5,0,0,59.72,0.948502623649367,150.0005
"0441014C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,41,51,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,63.43,64.89,"$40,001 TO $50,000",45000.5,0,0,49.425,-0.111299135436979,45.0005
"0441015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,57.83,52.54,"$50,001 TO $75,000",62500.5,0,0,65.378,1.5309560819214,62.5005
"0441018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,55,"VOC/TECH PROGRAM","BACHELOR'S DEGREE",1,0,61.56,39.2,"$75,001 TO $100,000",87500.5,0,0,45.59,-0.506086871823199,87.5005
"0441019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,37.67,37.67,"$75,001 TO $100,000",87500.5,0,0,49.648,-0.0883427690186924,87.5005
"0441020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,32,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,77.5,63.43,"$50,001 TO $75,000",62500.5,0,0,59.153,0.890133745805564,62.5005
"0441021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,52.742,0.23016394711663,62.5005
"0441022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,38.18,39.2,"$75,001 TO $100,000",87500.5,0,0,55.208,0.484022241230951,87.5005
"0441023C",0,"WHITE, NON-HISPANIC",1,0,0,0,3,31,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,48.69,NA,"$30,001 TO $35,000",32500.5,0,0,55.806,0.545582362836938,32.5005
"0441024C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.981,-0.568779370248025,NA
"0443001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,48,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,55.047,0.467448362337031,62.5005
"0443003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,61.56,72.1,"$50,001 TO $75,000",62500.5,0,0,52.854,0.241693601999357,62.5005
"0443005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,47,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,61.56,35.78,"$75,001 TO $100,000",87500.5,0,0,62.718,1.25712677845664,87.5005
"0443006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.73,-1.0063915390558,NA
"0443007C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,3,33,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$15,001 TO $20,000",17500.5,1,1,51.242,0.0757489263658273,17.5005
"0443008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,57.83,NA,"$20,001 TO $25,000",22500.5,0,0,53.484,0.306547910714695,22.5005
"0443009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,40,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,38.18,59,"$50,001 TO $75,000",62500.5,0,0,73.097,2.32557577870503,62.5005
"0443010C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,44,46,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,56.52,0.619083912714321,62.5005
"0443012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,45,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,52.54,72.1,"$75,001 TO $100,000",87500.5,0,0,59.505,0.926369804008419,87.5005
"0443013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$20,001 TO $25,000",22500.5,1,1,44.589,-0.609133162337569,22.5005
"0443015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,49,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,61.56,NA,"$25,001 TO $30,000",27500.5,0,0,57.726,0.743233589397966,27.5005
"0443016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,"SOME COLLEGE","SOME COLLEGE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,58.731,0.846691653301005,150.0005
"0443017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,46,"DOCTORATE OR PROFESSIONAL DEGREE","NOT APPLICABLE",0,NA,NA,59,"$100,001 TO $200,000",150000.5,0,0,52.258,0.180339367087705,150.0005
"0443019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,"MASTER'S DEGREE (MA, MS)","VOC/TECH PROGRAM",0,1,63.43,33.42,"$75,001 TO $100,000",87500.5,0,0,57.903,0.761454561846561,87.5005
"0443020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,34.95,33.42,"$75,001 TO $100,000",87500.5,0,0,64.954,1.4873081027225,87.5005
"0443021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,NA,"NOT APPLICABLE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",NA,0,53.5,NA,"$50,001 TO $75,000",62500.5,0,0,57.01,0.669526152826249,62.5005
"0443023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,46,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,48.69,"$75,001 TO $100,000",87500.5,0,0,60.281,1.00625384141017,87.5005
"0444001C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.76,-2.34156675181441,NA
"0444002C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.181,0.481242770857437,NA
"0444003C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.91,-1.09080508373291,NA
"0444004C",0,"ASIAN",0,0,0,1,2,26,32,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,33.42,33.42,"$40,001 TO $50,000",45000.5,0,0,47.768,-0.281876261693033,45.0005
"0444006C",0,"ASIAN",0,0,0,1,1,40,39,"VOC/TECH PROGRAM","8TH GRADE OR BELOW",1,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,61.573,1.13925664595019,12.5005
"0444008C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.224,-0.955537525555204,NA
"0444009C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.915,-1.19323371416427,NA
"0444010C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.012,-0.153814737817033,NA
"0444012C",0,"ASIAN",0,0,0,1,1,33,61,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,43.663,-0.704458701814398,12.5005
"0444014C",0,"ASIAN",0,0,0,1,1,32,37,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,29.6,NA,"$5,001 TO $10,000",7500.5,1,1,55.723,0.53703806502206,7.5005
"0444016C",0,"ASIAN",0,0,0,1,1,31,27,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,33.42,33.42,"$25,001 TO $30,000",27500.5,1,0,42.905,-0.782489758967137,27.5005
"0444017C",0,"ASIAN",0,0,0,1,1,33,34,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,33.42,NA,"$25,001 TO $30,000",27500.5,1,0,39.134,-1.17068912113466,27.5005
"0444019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$20,001 TO $25,000",22500.5,0,0,48.505,-0.206007014830805,22.5005
"0444023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,42,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,38.18,34.95,"$50,001 TO $75,000",62500.5,0,0,58.062,0.777822554046146,62.5005
"0445001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,39,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,75.506,2.57356630203082,150.0005
"0445003C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.053,0.26217932808563,NA
"0445005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.2,"$10,001 TO $15,000",12500.5,1,0,37.65,-1.32345704833078,12.5005
"0445006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,35.78,35.78,"$50,001 TO $75,000",62500.5,0,0,43.907,-0.679340525105601,62.5005
"0445007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,35,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,35.78,"$75,001 TO $100,000",87500.5,0,0,56.77,0.644819749506121,87.5005
"0445009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,36,"VOC/TECH PROGRAM","BACHELOR'S DEGREE",1,0,38.18,35.63,"$75,001 TO $100,000",87500.5,0,0,58.869,0.860897835210078,87.5005
"0445010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,51.448,0.0969552558822712,62.5005
"0445011C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.753,0.437183018269874,NA
"0445012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.92,NA,"$25,001 TO $30,000",27500.5,1,0,47.428,-0.316876999729882,27.5005
"0445014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,"9TH - 12TH GRADE","SOME COLLEGE",1,0,35.78,53.5,"$50,001 TO $75,000",62500.5,0,0,54.788,0.440786035420726,62.5005
"0445015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,34.95,"$25,001 TO $30,000",27500.5,0,0,67.618,1.76154917957593,27.5005
"0445016C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.484,0.718321299383504,NA
"0445018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$35,001 TO $40,000",37500.5,0,0,44.921,-0.574955971078057,37.5005
"0445023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,31,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,53.5,33.42,"$75,001 TO $100,000",87500.5,0,0,52.443,0.199383886313637,87.5005
"0447001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,48.69,"$40,001 TO $50,000",45000.5,0,0,47.401,-0.319656470103396,45.0005
"0447002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,44,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,35.78,39.2,"$75,001 TO $100,000",87500.5,0,0,46.116,-0.451938671213251,87.5005
"0447007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,52.54,"$100,001 TO $200,000",150000.5,0,0,54.137,0.373769916414878,150.0005
"0447009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,47.049,-0.355892528306251,62.5005
"0447011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,38,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,62.87,"$75,001 TO $100,000",87500.5,0,0,58.335,0.805926087822793,87.5005
"0447013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,61.295,1.11063839543771,22.5005
"0447015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,48.69,"$50,001 TO $75,000",62500.5,0,1,44.514,-0.616853913375108,62.5005
"0447017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.817,0.855544781157384,NA
"0447019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,29.6,"$40,001 TO $50,000",45000.5,0,0,49.725,-0.080416131286818,45.0005
"0447021C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.605,-1.32808949895331,NA
"0447022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,43,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,52.302,0.184868874363062,62.5005
"0447024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$50,001 TO $75,000",62500.5,0,0,60.2,0.997915430289625,62.5005
"0449001C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.809,-0.689428973127986,NA
"0449004C",0,"ASIAN",0,0,0,1,1,39,36,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,NA,33.42,"$25,001 TO $30,000",27500.5,1,1,45.046,-0.562088052682157,27.5005
"0449007C",0,"ASIAN",0,0,0,1,1,40,44,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,NA,33.42,"$5,000 TO $5,000",5000,1,0,42.319,-0.842814560407117,5
"0449010C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,36,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,51.165,0.0678222886339529,12.5005
"0449012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.133,-1.06784871731462,NA
"0449014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.931,-0.77981323194079,NA
"0449018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,50,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$200,001 TO $200,001",200001,0,0,35.929,-1.50062254880554,200.001
